Titre Français,Titre Anglais,Année,Pochette,Disque Français,Disque Anglais,Audio Français,Audio Anglais,Double,Dernier Épisode Visionné,Année(s) saison,Dernière saison
Le Dossier Ipcress - Épisode 06,The Ipcress File - Episode 06,2022,,E,E,K:\Le Dossier Ipcress\The.Ipcress.File.S01E06.FiNAL.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY.mkv,K:\Le Dossier Ipcress\The.Ipcress.File.S01E06.FiNAL.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY.mkv,,,,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir,The Lord of the Rings - The Rings of Power,2022,Picture 5694,E,E,,,,,,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01,The Lord of the Rings - The Rings of Power - Season 01,2022,,E,E,,,,,2022,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01 - 01 L'Ombre du passé,The Lord of the Rings - The Rings of Power - Season 01 - 01 Shadow of the Past,2022,,E,E,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E01.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E01.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,,,,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01 - 02 À la dérive,The Lord of the Rings - The Rings of Power - Season 01 - 02 Adrift,2022,,E,E,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E02.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E02.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,,,,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01 - 03 Adar,The Lord of the Rings - The Rings of Power - Season 01 - 03 Adar,2022,,E,E,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E03.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E03.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,,,,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01 - 04 La Grande vague,The Lord of the Rings - The Rings of Power - Season 01 - 04 The Great Wave,2022,,E,E,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E04.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E04.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,,,,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01 - 05 Séparations,The Lord of the Rings - The Rings of Power - Season 01 - 05 Partings,2022,,E,E,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E05.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E05.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,,,,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01 - 06 Udûn ,The Lord of the Rings - The Rings of Power - Season 01 - 06 Udûn ,2022,,E,E,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E06.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E06.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,,,,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01 - 07 L'Œil ,The Lord of the Rings - The Rings of Power - Season 01 - 07 The Eye,2022,,E,E,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E07.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E07.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,,,,
Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01 - 08 Alliés,The Lord of the Rings - The Rings of Power - Season 01 - 08 Alloyed,2022,,E,E,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E08.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,K:\Le Seigneur des Anneaux - Les Anneaux de Pouvoir - Saison 01\The.Lord.of.the.Rings.The.Rings.of.Power.S01E08.MULTI.VFF.1080p.10bit.WEBRip.6CH.x265.HEVC.mkv,,,,
The Midnight Club,The Midnight Club,2022,Picture 5690,E,E,,,,,,
The Midnight Club - Saison 01,The Midnight Club - Season 01,2022,,E,E,,,,,2022,
The Midnight Club - Saison 01 - 01 Le dernier chapitre,The Midnight Club - Season 01 - 01 The Final Chapter,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E01_Le dernier chapitre.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E01_Le dernier chapitre.mkv,,,,
The Midnight Club - Saison 01 - 02 Les deux Dana,The Midnight Club - Season 01 - 02 The Two Danas,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E02_Les deux Dana.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E02_Les deux Dana.mkv,,,,
The Midnight Club - Saison 01 - 03 Mauvais cœur,The Midnight Club - Season 01 - 03 The Wicked Heart,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E03_Mauvais cœur.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E03_Mauvais cœur.mkv,,,,
The Midnight Club - Saison 01 - 04 Embrasse-moi,The Midnight Club - Season 01 - 04 Gimme a Kiss,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E04_Embrasse-moi.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E04_Embrasse-moi.mkv,,,,
The Midnight Club - Saison 01 - 05 Le costume,The Midnight Club - Season 01 - 05 See You Later,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E05_Le costume.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E05_Le costume.mkv,,,,
The Midnight Club - Saison 01 - 06 La sorcière,The Midnight Club - Season 01 - 06 Witch,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E06_La sorcière.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E06_La sorcière.mkv,,,,
The Midnight Club - Saison 01 - 07 Anya,The Midnight Club - Season 01 - 07 Anya,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E07_Anya.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E07_Anya.mkv,,,,
The Midnight Club - Saison 01 - 08 Sans issue,The Midnight Club - Season 01 - 08 Road to Nowhere,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E08_Sans issue.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E08_Sans issue.mkv,,,,
The Midnight Club - Saison 01 - 09 L'ennemi ,The Midnight Club - Season 01 - 09 The Eternal Enemy,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E09_L_ennemi.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E09_L_ennemi.mkv,,,,
The Midnight Club - Saison 01 - 10 Minuit,The Midnight Club - Season 01 - 10 Midnight,2022,,E,E,K:\The Midnight Club - Saison 01\The Midnight Club_S01E10_Minuit.mkv,K:\The Midnight Club - Saison 01\The Midnight Club_S01E10_Minuit.mkv,,,,
L'Homme le plus Détesté d'Internet,The Most Hated Man on the Internet,2022,Picture 5591,E,E,,,,,,2022
L'Homme le plus Détesté d'Internet - Épisode 01,The Most Hated Man on the Internet - Episode 01,2022,,E,E,L:\L'Homme le plus Détesté d'Internet\LHomme le plus détesté dInternet - [S01.E01] - Épisode 1.mkv,L:\L'Homme le plus Détesté d'Internet\LHomme le plus détesté dInternet - [S01.E01] - Épisode 1.mkv,,,,
L'Homme le plus Détesté d'Internet - Épisode 02,The Most Hated Man on the Internet - Episode 02,2022,,E,E,L:\L'Homme le plus Détesté d'Internet\LHomme le plus détesté dInternet - [S01.E02] - Épisode 2.mkv,L:\L'Homme le plus Détesté d'Internet\LHomme le plus détesté dInternet - [S01.E02] - Épisode 2.mkv,,,,
L'Homme le plus Détesté d'Internet - Épisode 03,The Most Hated Man on the Internet - Episode 03,2022,,E,E,L:\L'Homme le plus Détesté d'Internet\LHomme le plus détesté dInternet - [S01.E03] - Épisode 3.mkv,L:\L'Homme le plus Détesté d'Internet\LHomme le plus détesté dInternet - [S01.E03] - Épisode 3.mkv,,,,
Périphériques,The Peripheral,2022,Picture 5798,E,E,,,,,,
Périphériques - Saison 01,The Peripheral - Season 01,2022,,E,E,,,,,2022,
Périphériques - Saison 01 - 01 Pilote,The Peripheral - Season 01 - 01 Pilot,2022,,E,E,K:\Périphériques - Saison 01\Le Périphérique S01E01 - Pilote.mkv,K:\Périphériques - Saison 01\Le Périphérique S01E01 - Pilote.mkv,,,,
Périphériques - Saison 01 - 02 Un bonus d'empathie,The Peripheral - Season 01 - 02 Empathy Bonus,2022,,E,E,K:\Périphériques - Saison 01\Le Périphérique S01E02 - Un bonus d'empathie.mkv,K:\Périphériques - Saison 01\Le Périphérique S01E02 - Un bonus d'empathie.mkv,,,,
Périphériques - Saison 01 - 03 La Dérive Haptique,The Peripheral - Season 01 - 03 Haptic Drift,2022,,E,E,K:\Périphériques - Saison 01\Le Périphérique S01E03 - La Dérive Haptique.mkv,K:\Périphériques - Saison 01\Le Périphérique S01E03 - La Dérive Haptique.mkv,,,,
Périphériques - Saison 01 - 04 Jackpot,The Peripheral - Season 01 - 04 Jackpot,2022,,E,E,K:\Périphériques - Saison 01\Le Périphérique S01E04 - Jackpot.mkv,K:\Périphériques - Saison 01\Le Périphérique S01E04 - Jackpot.mkv,,,,
Périphériques - Saison 01 - 05 Qu'en est-il de Bob ?,The Peripheral - Season 01 - 05 What About Bob?,2022,,E,E,K:\Périphériques - Saison 01\Le Périphérique S01E05 - Bob Le Boucher.mkv,K:\Périphériques - Saison 01\Le Périphérique S01E05 - Bob Le Boucher.mkv,,,,
"Périphériques - Saison 01 - 06 Enculé, Va chier",The Peripheral - Season 01 - 06 Fuck You and Eat Shit,2022,,E,E,"K:\Périphériques - Saison 01\Le Périphérique S01E06 - Enculé, Va Chier.mkv","K:\Périphériques - Saison 01\Le Périphérique S01E06 - Enculé, Va Chier.mkv",,,,
Périphériques - Saison 01 - 07 Le Bidule ,The Peripheral - Season 01 - 07 The Doodad,2022,,E,E,K:\Périphériques - Saison 01\Le Périphérique S01E07 - Le Bidule.mkv,K:\Périphériques - Saison 01\Le Périphérique S01E07 - Le Bidule.mkv,,,,
Périphériques - Saison 01 - 08 La création de mille forêts,The Peripheral - Season 01 - 08 The Creation of a Thousand Forests,2022,,E,E,K:\Périphériques - Saison 01\Le Périphérique S01E08 - La création de mille forêts.mkv,K:\Périphériques - Saison 01\Le Périphérique S01E08 - La création de mille forêts.mkv,,,,
The Playlist,The Playlist,2022,Picture 5841,E,E,,,,,,2022
The Playlist - 01 La vision,The Playlist - 01 The Vision,2022,,E,E,E:\The Playlist\The Playlist_S01E01_La vision.mkv,E:\The Playlist\The Playlist_S01E01_La vision.mkv,,,,
The Playlist - 02 L'industrie,The Playlist - 02 The Industry,2022,,E,E,E:\The Playlist\The Playlist_S01E02_L_industrie.mkv,E:\The Playlist\The Playlist_S01E02_L_industrie.mkv,,,,
The Playlist - 03 La loi,The Playlist - 03 The Law,2022,,E,E,E:\The Playlist\The Playlist_S01E03_La loi.mkv,E:\The Playlist\The Playlist_S01E03_La loi.mkv,,,,
The Playlist - 04 Le codeur,The Playlist - 04 The Coder,2022,,E,E,E:\The Playlist\The Playlist_S01E04_Le codeur.mkv,E:\The Playlist\The Playlist_S01E04_Le codeur.mkv,,,,
The Playlist - 05 Le partenaire,The Playlist - 05 The Partner,2022,,E,E,E:\The Playlist\The Playlist_S01E05_Le partenaire.mkv,E:\The Playlist\The Playlist_S01E05_Le partenaire.mkv,,,,
The Playlist - 06 L'artiste,The Playlist - 06 The Artist,2022,,E,E,E:\The Playlist\The Playlist_S01E06_L_artiste.mkv,E:\The Playlist\The Playlist_S01E06_L_artiste.mkv,,,,
Sandman,The Sandman,2022,Picture 5593,E,E,,,,,,
Sandman - Saison 01,The Sandman - Season 01,2022,,E,E,,,,,2022,
Sandman - Saison 01 - 01 Le sommeil du juste,The Sandman - Season 01 - 01 Sleep of the Just,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E01.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E01.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Sandman - Saison 01 - 02 Hôtes imparfaits,The Sandman - Season 01 - 02 Imperfect Hosts,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E02.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E02.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Sandman - Saison 01 - 03 Rêve encore un peu de moi,The Sandman - Season 01 - 03 Dream a Little Dream of Me,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E03.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E03.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Sandman - Saison 01 - 04 Un espoir en enfer,The Sandman - Season 01 - 04 A Hope in Hell,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E04.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E04.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Sandman - Saison 01 - 05 24 heures,The Sandman - Season 01 - 05 24/7,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E05.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E05.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Sandman - Saison 01 - 06 Le bruit de ses ailes,The Sandman - Season 01 - 06 The Sound of Her Wings,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E06.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E06.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Sandman - Saison 01 - 07 La maison de poupées,The Sandman - Season 01 - 07 The Doll's House,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E07.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E07.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Sandman - Saison 01 - 08 Jouer à la maison,The Sandman - Season 01 - 08 Playing House,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E08.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E08.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Sandman - Saison 01 - 09 Collectionneurs,The Sandman - Season 01 - 09 Collectors,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E09.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E09.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Sandman - Saison 01 - 10 Cœurs perdus,The Sandman - Season 01 - 10 Lost Hearts,2022,,E,E,E:\Sandman - Saison 01\The.Sandman.S01E010.FiNAL.MULTi.1080p.WEB.H264-FrIeNdS.mkv,E:\Sandman - Saison 01\The.Sandman.S01E010.FiNAL.MULTi.1080p.WEB.H264-FrIeNdS.mkv,,,,
Vikings - Valhalla,Vikings - Valhalla,2022,Picture 5843,E,E,,,,,,
Vikings - Valhalla - Saison 01,Vikings - Valhalla - Season 01,2022,,E,E,,,,,2022,
Vikings - Valhalla - Saison 01 - 01 Les Hommes de la Terre Verte,Vikings - Valhalla - Season 01 - 01 The Greenlanders,2022,,E,E,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E01.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E01.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,,,,
Vikings - Valhalla - Saison 01 - 02 Viking,Vikings - Valhalla - Season 01 - 02 Viking,2022,,E,E,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E02.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E02.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,,,,
Vikings - Valhalla - Saison 01 - 03 Les Marécages,Vikings - Valhalla - Season 01 - 03 The Marshes,2022,,E,E,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E03.REPACK.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E03.REPACK.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,,,,
Vikings - Valhalla - Saison 01 - 04 Le Pont ,Vikings - Valhalla - Season 01 - 04 The Bridge,2022,,E,E,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E04.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E04.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,,,,
Vikings - Valhalla - Saison 01 - 05 Miracle,Vikings - Valhalla - Season 01 - 05 Miracle,2022,,E,E,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E05.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E05.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,,,,
Vikings - Valhalla - Saison 01 - 06 La Dernière fille d'Uppsala,Vikings - Valhalla - Season 01 - 06 The Last Daughter of Uppsala,2022,,E,E,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E06.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E06.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,,,,
Vikings - Valhalla - Saison 01 - 07 L'Heure des choix,Vikings - Valhalla - Season 01 - 07 Choices,2022,,E,E,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E07.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E07.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,,,,
Vikings - Valhalla - Saison 01 - 08 La Fin du début,Vikings - Valhalla - Season 01 - 08 The End of the Beginning,2022,,E,E,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E08.FiNAL.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,L:\Vikings - Valhalla - Saison 01\Vikings.Valhalla.S01E08.FiNAL.MULTi.1080p.NF.WEB-DL.DDP5.1.x264-FRATERNiTY.mkv,,,,
Vikings - Valhalla - Saison 02,Vikings - Valhalla - Season 02,2022,,E,E,,,,,2023,
Vikings - Valhalla - Saison 02 - 01 La Toile de Wyrd,Vikings - Valhalla - Season 02 - 01 The Web of Fate,2022,,E,E,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E01_La Toile de Wyrd.mkv,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E01_La Toile de Wyrd.mkv,,,,
Vikings - Valhalla - Saison 02 - 02 Les piliers de la foi,Vikings - Valhalla - Season 02 - 02 Towers of Faith,2022,,E,E,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E02_Les piliers de la foi.mkv,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E02_Les piliers de la foi.mkv,,,,
Vikings - Valhalla - Saison 02 - 03 Fragments divins,Vikings - Valhalla - Season 02 - 03 Pieces of the Gods,2022,,E,E,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E03_Fragments divins.mkv,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E03_Fragments divins.mkv,,,,
Vikings - Valhalla - Saison 02 - 04 Le dégel,Vikings - Valhalla - Season 02 - 04 The Thaw,2022,,E,E,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E04_Le dégel.mkv,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E04_Le dégel.mkv,,,,
Vikings - Valhalla - Saison 02 - 05 Naissance et renaissance,Vikings - Valhalla - Season 02 - 05 Birth and Rebirth,2022,,E,E,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E05_Naissance et renaissance.mkv,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E05_Naissance et renaissance.mkv,,,,
Vikings - Valhalla - Saison 02 - 06 Le grand saut ,Vikings - Valhalla - Season 02 - 06 Leap of Faith,2022,,E,E,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E06_Le grand saut.mkv,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E06_Le grand saut.mkv,,,,
Vikings - Valhalla - Saison 02 - 07 Les Petchénègues,Vikings - Valhalla - Season 02 - 07 Pecheneg,2022,,E,E,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E07_Les Petchénègues.mkv,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E07_Les Petchénègues.mkv,,,,
Vikings - Valhalla - Saison 02 - 08 Le prix à payer,Vikings - Valhalla - Season 02 - 08 The Reckoning,2022,,E,E,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E08_Le prix à payer.mkv,L:\Vikings - Valhalla - Saison 02\Vikings_ Valhalla_S02E08_Le prix à payer.mkv,,,,
La Ville nous Appartient,We Own This City,2022,Picture 5517,E,E,,,,,,2022
La Ville nous Appartient - Épisode 01,We Own This City - Episode 01,2022,,E,E,E:\La Ville nous Appartient\We.Own.This.City.S01E01.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous\We.Own.This.City.S01E01.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous.mkv,E:\La Ville nous Appartient\We.Own.This.City.S01E01.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous\We.Own.This.City.S01E01.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous.mkv,,,,
La Ville nous Appartient - Épisode 02,We Own This City - Episode 02,2022,,E,E,E:\La Ville nous Appartient\We.Own.This.City.S01E02.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous\We.Own.This.City.S01E02.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous.mkv,E:\La Ville nous Appartient\We.Own.This.City.S01E02.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous\We.Own.This.City.S01E02.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous.mkv,,,,
La Ville nous Appartient - Épisode 03,We Own This City - Episode 03,2022,,E,E,E:\La Ville nous Appartient\We.Own.This.City.S01E03.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous\We.Own.This.City.S01E03.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous.mkv,E:\La Ville nous Appartient\We.Own.This.City.S01E03.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous\We.Own.This.City.S01E03.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous.mkv,,,,
La Ville nous Appartient - Épisode 04,We Own This City - Episode 04,2022,,E,E,E:\La Ville nous Appartient\We.Own.This.City.S01E04.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous\We.Own.This.City.S01E04.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous.mkv,E:\La Ville nous Appartient\We.Own.This.City.S01E04.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous\We.Own.This.City.S01E04.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H265-Anonymous.mkv,,,,
La Ville nous Appartient - Épisode 05,We Own This City - Episode 05,2022,,E,E,E:\La Ville nous Appartient\We.Own.This.City.S01E05.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY\We.Own.This.City.S01E05.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY.mkv,E:\La Ville nous Appartient\We.Own.This.City.S01E05.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY\We.Own.This.City.S01E05.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY.mkv,,,,
La Ville nous Appartient - Épisode 06,We Own This City - Episode 06,2022,,E,E,E:\La Ville nous Appartient\We.Own.This.City.S01E06.FiNAL.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY\We.Own.This.City.S01E06.FiNAL.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY.mkv,E:\La Ville nous Appartient\We.Own.This.City.S01E06.FiNAL.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY\We.Own.This.City.S01E06.FiNAL.MULTi.1080p.AMZN.WEB-DL.DDP5.1.H264-FRATERNiTY.mkv,,,,
Mercredi,Wednesday,2022,Picture 5766,E,E,,,,,,
Mercredi - Saison 01,Wednesday - Season 01,2022,,E,E,,,,,2022,
Mercredi - Saison 01 - 01 Mercredi porte-malheur ,Wednesday - Season 01 - 01 Wednesday’s Child is Full of Woe,2022,,E,E,K:\Mercredi - Saison 01\Mercredi S01E01 - Mercredi porte-malheur.mkv,K:\Mercredi - Saison 01\Mercredi S01E01 - Mercredi porte-malheur.mkv,,,,
