Titre Français,Titre Anglais,Année,Pochette,Disque Français,Disque Anglais,Act,Anim,Aven,Bio,Bonus,Com,Crime,Doc,Drame,Fant,Guer,Hist,Hor,Mus,Myst,Rom,Sc-Fi,Série,Spec,Sport,Thril,West,Note,Nombre de Voteurs,Durée,Producteur,En Vedette,Audio Français,Audio Anglais,Traité,Double,Dernier Épisode Visionné,3D,Année(s) saison,Dernière saison,Produit / Créé par,Adresse Résumé,Nouveau,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Source,Y,Film Étranger,Mini Série,Z,A,B,Catastrophe,Version Originale,C,Bestiole,Tous,Vue,Pas Vue,Adresse Séries,Coup de Coeur,Série En Cours,Série Complété,Espion,Antique,Politique,Procès,Super-Héros,Tueur en Série,Vampire,Zombie,Terroriste,Sorcellerie,Asiatique,Érotique,Nouveauté,D,Scientifique,Archéologie,Mon Vote,Commentaires Jules,Société,Religion,Format,Commentaires Gérald,QTP,E,Nouv Com Jules,Nouv Com Gérald,Extraterrestre,Sélection du Jour
Revenge,Revenge,2017,Picture 2362,A,A,X,,,,,,X,,,,,,,,,,,,,,X,,6.3,10250,108,Coralie Fargeat ,"Matilda Anna Ingrid Lutz,  Kevin Janssens,  Vincent Colombe ",A:\Revenge\Revenge.mkv,A:\Revenge (anglais)\Revenge.mkv,O,double,,,,,,5734,,,,,,,,,,,,,,,,,Sel,,,,,X,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plusieurs bouts pas crédibles, mais belle actrice.",,,,,,
Rébellion,Revolt,2017,Picture 1714,Z,Z,X,,X,,,,,,,,,,,,,,X,,,,,,5.3,3036,87,Joe Miale ,"Lee Pace,  Bérénice Marlohe,  Jason Flemyng ",Z:\Rébellion\Revolt.mkv,Z:\Rébellion\Revolt.mkv,O,,,,,,,5739,,,,,,,,,,,,,,,,,L2,,,,X,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,"De l'action, de très bons trucages et un bon scénario mais malgré tout un film décevant. Des questions sans réponses, je déteste.",,,,,,,,,X,
Une Enquête Quantique,Rewind,2017,Picture 3509,C,,,,,,,,X,,,,,,,,,,X,,,,X,,6.5,95,106,Johannes Sievert ,"Alex Brendemühl, Sylvia Hoeks, Maximilian von Pufendorf ",R:\Une Enquête Quantique\Une Enquête Quantique.mkv,,O,,,,,,,5742,,,,,,,,,,,,,,,,,Sel,,X,,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Cercles,Rings,2017,Picture 1493,Z,Z,,,,,,,,,X,,,,X,,,,,,,,,,4.5,16251,102,F. Javier Gutiérrez ,"Matilda Anna Ingrid Lutz,  Alex Roe,  Johnny Galecki  ",Z:\Les Cercles\Rings.mkv,Z:\Les Cercles\Rings.mkv,O,,,,,,,5762,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverdale,Riverdale,2017,Picture 2558,A,A,,,,,,,X,,X,,,,,,X,X,,X,,,,,7.6,64647,45,Roberto Aguirre-Sacasa ,"K.J. Apa, Lili Reinhart, Camila Mendes ",,,O,,,,,,C,5780,,,,,,,,,,,,,,,,,Sel,,,,,X,X,,Anglais,X,,X,,X,3298,,X,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,
L'Affaire Roman J.,"Roman J. Israel, Esq.",2017,Picture 1933,A,A,,,,,,,X,,X,,,,,,,,,,,,,,6.4,6958,122,Dan Gilroy ,"Denzel Washington,  Colin Farrell,  Carmen Ejogo ",A:\L'Affaire Roman J\Roman.J.Israel.Esq.mkv,A:\L'Affaire Roman J\Roman.J.Israel.Esq.mkv,O,,,,,,,5828,,,,,,,,,,,,,,,,,Sel,,,,,X,,,Anglais,,,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
Ronaldo vs. Messi,Ronaldo vs. Messi,2017,Picture 5330,D,,,,,,,,,X,,,,,,,,,,,,X,,,5.2,179,67,​Tara Pirnia,"​Cristiano Ronaldo, ​Lionel Messi, ​David Beckham",N:\Ronaldo vs. Messi\Ronaldo vs Messi.mkv,,N,,,,,,,9746,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
Ryde,Ryde,2017,Picture 2597,A,,,,,,,,X,,,,,,,,,,,,,,X,,6.1,7825,84,Brian Frank Visciglia,"David Wachs, Jessica Serfaty, Ronnie Alvarez",A:\Ryde\Ryde.mkv,,O,,,,,,,5894,,,,,,,,,,,,,,,,,L2,,,,,X,,,,,,X,X,,,,,,,,,,,X,,,,,,,,,,,R,La cavale d'un tueur en série. Plutôt moyen. Un max de 5.5,,,,,,,,,,
S.W.A.T. 3 - Under Siege,S.W.A.T. 3 - Under Siege,2017,Picture 2125,Z,Z,X,,,,,,X,,,,,,,,,,,,,,,,4.2,685,89,Tony Giglio ,"Sam Jaeger,  Adrianne Palicki,  Michael Jai White",Z:\S.W.A.T. 3 - Under Siege\S.W.A.T.Under.Siege.mkv,Z:\S.W.A.T. 3 - Under Siege\S.W.A.T.Under.Siege.mkv,O,,,,,,,5897,,,,,,,,,,,,,,,,,L2,,,,X,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Un film moyen. Divertissant sans plus. Ok pour un 5.5,,,,"Vraiment pas à la hauteur du premier, ni même du deuxième.",,,,,,
Salyut-7,Salyut-7,2017,Picture 1915,A,A,X,,,,,,,,X,,,X,,,,,,,,,,,7.3,2301,111,Klim Shipenko ,"Lyubov Aksyonova,  Ilya Andryukov,  Pavel Derevyanko ",A:\Salyut-7\Salyut.7.mkv,A:\Salyut-7\Salyut.7.mkv,O,,,,,,,5920,,,,,,,,,,,,,,,,,Sel,,X,,,X,,,Russe,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ces Différences qui nous Rapprochent,Same Kind of Different as Me,2017,Picture 1959,A,A,,,,,,,,,X,,,,,,,,,,,,,,6.2,1044,119,Michael Carney ,"Greg Kinnear,  Renée Zellweger,  Djimon Hounsou",A:\Ces Différences qui nous Rapprochent\Same.Kind.of.Different.as.Me.mkv,A:\Ces Différences qui nous Rapprochent\Same.Kind.of.Different.as.Me.mkv,O,,,,,,,5922,,,,,,,,,,,,,,,,,Sel,,,,,X,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sand Castle,Sand Castle,2017,Picture 1509,Z,Z,,,,,,,,,X,,X,,,,,,,,,,,,6.4,4330,113,Fernando Coimbra ,"Henry Cavill,  Nicholas Hoult,  Logan Marshall-Green",Z:\Sand Castle\sand.castle.mkv,Z:\Sand Castle\sand.castle.mkv,O,,,,,,,5929,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clarita Diet,Santa Clarita Diet,2017,Picture 2996,B,B,,,,,,X,,,,,,,X,,,,,X,,,,,7.8,39951,30,Victor Fresco ,"Drew Barrymore, Timothy Olyphant, Liv Hewson",,,O,,,,,,C,5930,,,,,,,,,,,,,,,,,Sel,,,,,,X,,Anglais,,,X,,X,3422,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Sauvons le Capitalisme,Saving Capitalism,2017,Picture 5379,D,,,,,,,,,X,,,,,,,,,,,,,,,6.8,3126,73,"​Jacob Kornbluth, ​Sari Gilman","​Robert Reich, ​Darvin Bentlage, ​Annie Presley",N:\Sauvons le Capitalisme\Sauvons le capitalisme.mkv,,N,,,,,,,9796,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,
Décadence 8 - L'Héritage,Saw 8 - Jigsaw,2017,Picture 1851,Z,Z,,,,,,,X,,,,,,X,,X,,,,,,X,,5.9,28162,92,"Michael Spierig,  Peter Spierig ","Matt Passmore,  Tobin Bell,  Callum Keith Rennie  ",Z:\Décadence 8 - L'Héritage\Jigsaw.mkv,Z:\Décadence 8 - L'Héritage\Jigsaw.mkv,O,,,,,,,5959,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cette série est très originale, des films juteux, parfait Quand..T'es..Paf.",X,,,,,
"Secte, Mode d'Emploi","Secte, Mode d'Emploi",2017,Picture 4362,D,,,,,,,,,X,,,,,,,,,,,,,,,7.0,2,135,Louis-Roland Leduc ,"Guy Nadon, Lorraine Derocher, François Thériault ","N:\Secte, Mode d'Emploi\Secte.mode.d'emploi.mkv",,O,,,,,,,6015,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,X,,,J,,X,X,,,,,,,,
Haute Sécurité,Security,2017,Picture 2132,Z,Z,X,,,,,,,,,,,,,,,,,,,,,,5.6,3776,88,Alain Desrochers ,"Antonio Banderas,  Ben Kingsley,  Liam McIntyre",Z:\Haute Sécurité\security.mkv,Z:\Haute Sécurité\security.mkv,O,,,,,,,6017,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Sœurs,Seven Sisters,2017,Picture 1780,Z,Z,X,,X,,,,X,,X,,,,,,X,,X,,,,X,,6.9,43078,123,Tommy Wirkola ,"Noomi Rapace,  Glenn Close,  Willem Dafoe ",Z:\7 Sœurs\What.Happened.to.Monday.mkv,Z:\7 Sœurs\What.Happened.to.Monday.mkv,O,,,,,,,6052,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,"Très très bon, scénario original, et j'adore Noomi Rapace.",,,,,,
Sexy Nurses,Sexy Nurses,2017,Picture 4934,D,,,,,,,X,,,,,,,,,,,,,,,,,6.6,161,75,Cindy Lucas ,"Frankie Cullen, Danny Pape, Michelle Maylene",N:\Sexy Nurses\Sexy Nurses.mkv,,N,,,,,,,6063,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,X,,X,,,,,,,,Pas à revoir.,,,,,,
Sharknado 5 - Global Swarming,Sharknado 5 - Global Swarming,2017,Picture 2539,A,,X,,X,,,,,,,,,,X,,,,X,,,,,,4.0,3710,93,Anthony C. Ferrante ,"Ian Ziering, Tara Reid, Cassandra Scerbo ",A:\Sharknado 5 - Global Swarming\Sharknado.5.Global.Swarming.mkv,,O,,,,,,,6105,,,,,,,,,,,,,,,,,Sel,,,,,X,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
Shimmer Lake,Shimmer Lake,2017,Picture 2526,A,A,,,,,,,X,,X,,,,,,X,,,,,,X,,6.2,7355,83,Oren Uziel ,"Benjamin Walker, Rainn Wilson, Stephanie Sigman ",A:\Shimmer Lake\Shimmer Lake.mkv,A:\Shimmer Lake\Shimmer Lake.mkv,O,,,,,,,6126,,,,,,,,,,,,,,,,,Sel,,,,,X,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shock Wave,Shock Wave,2017,Picture 3230,B,,X,,,,,,X,,X,,,,,,,,,,,,,,6.4,2127,119,Herman Yau ,"Andy Lau, Wu Jiang, Jia Song ",S:\Shock Wave\Shock-Wave.mkv,,O,,,,,,,6135,,,,,,,,,,,,,,,,,Sel,,,,,,X,,,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
L'Exécuteur,Shot Caller,2017,Picture 2121,Z,Z,,,,,,,X,,X,,,,,,,,,,,,X,,7.4,17252,121,Ric Roman Waugh ,"Nikolaj Coster-Waldau,  Jon Bernthal,  Lake Bell  ",Z:\L'Exécuteur\Shot.Caller.mkv,Z:\L'Exécuteur\Shot.Caller.mkv,O,,,,,,,6149,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyber Choc,Singularity,2017,Picture 1704,Z,Z,X,,X,,,,,,X,,,,,,,,X,,,,,,5.2,9158,92,Robert Kouba ,"Julian Schaffner,  John Cusack,  Carmen Argenziano ",Z:\Cyber Choc\Singularity.mkv,Z:\Cyber Choc\Singularity.mkv,O,,,,,,,6198,,,,,,,,,,,,,,,,,L2,,,,X,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Scénario pas du tout crédible. Malgré de bons trucages dans l'ensemble c'est assez moyen.,,,,,,,,,,
Sky Hunter,Sky Hunter,2017,Picture 3053,B,B,X,,,,,,,,X,,X,,,,,X,,,,,X,,6.9,960,115,Chen Li ,"Bingbing Fan, Chen Li, Tomer Oz ",S:\Sky Hunter\Sky.Hunter.mkv,S:\Sky Hunter\Sky.Hunter.mkv,O,,,,,,,6223,,,,,,,,,,,,,,,,,Sel,,,,,,X,,Chinois,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
Skyline 2 - Beyond,Skyline 2 - Beyond,2017,Picture 1978,A,A,X,,X,,,,,,,,,,,,,,X,,,,X,,5.4,7303,106,Liam O'Donnell ,"Frank Grillo,  Bojana Novakovic,  Jonny Weston  ",A:\Skyline 2 - Beyond\Beyond.Skyline.mkv,A:\Skyline 2 - Beyond\Beyond.Skyline.mkv,O,,,,,,,6228,,,,,,,,,,,,,,,,,L3,,,,,X,,X,Anglais,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
Nuit Blanche,Sleepless,2017,Picture 1712,Z,Z,X,,,,,,X,,,,,,,,,,,,,,X,,5.6,19046,95,Baran bo Odar ,"Jamie Foxx,  Michelle Monaghan,  Dermot Mulroney ",Z:\Nuit Blanche\Sleepless.mkv,Z:\Nuit Blanche\Sleepless.mkv,O,,,,,,,6245,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slumber,Slumber,2017,Picture 2270,A,A,,,,,,,,,X,,,,X,,,,,,,,X,,4.7,1823,84,Jonathan Hopkins ,"Maggie Q,  Will Kemp,  Sylvester McCoy",A:\Slumber\Slumber.mkv,A:\Slumber\Slumber.mkv,O,,,,,,,6257,,,,,,,,,,,,,,,,,L3,,,,,X,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Thriller d'horreur assez angoissant. Je donne un 6.3,,,,,,,,,,
Small Town Crime,Small Town Crime,2017,Picture 2168,A,A,,,,,,,X,,,,,,,,X,,,,,,X,,6.6,3135,91,"Eshom Nelms,  Ian Nelms ","John Hawkes,  Anthony Anderson,  Octavia Spencer",A:\Small Town Crime\Small.Town.Crime.mkv,A:\Small Town Crime\Small.Town.Crime.mkv,O,,,,,,,6262,,,,,,,,,,,,,,,,,Sel,,,,,X,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sniper 7,Sniper 7 - Ultimate Kill,2017,Picture 1600,Z,Z,X,,,,,,,,X,,,,,,,,,,,,X,,5.3,470,90,Claudio Fäh ,"Tom Berenger,  Felipe Calero,  Juan Sebastián Calero",Z:\Sniper 7\Sniper.Ultimate.Kill.mkv,Z:\Sniper 7\Sniper.Ultimate.Kill.mkv,O,,,,,,,6286,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tableau de Chasse,Spoor,2017,Picture 5891,E,E,,,,,,,X,,X,,,,,,X,,,,,,X,,6.3,5620,128,"​Agnieszka Holland, ​Kasia Adamik","​Agnieszka Mandat, ​Wiktor Zborowski, ​Jakub Gierszal",L:\Tableau de Chasse\Spoor.mkv,L:\Tableau de Chasse\Spoor.mkv,X,,,,,,,10306,,,,,,,,,,,,,,,,,Sel,,X,,,,,,Polonais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
Star Trek Discovery,Star Trek Discovery,2017,Picture 1994,A,A,X,,X,,,,,,X,,,,,,,,X,X,,,,,7.4,46027,57,"Bryan Fuller,  Alex Kurtzman ","Sonequa Martin-Green,  Doug Jones,  Shazad Latif",,,O,,,,,,C,6434,,,,,,,,,,,,,,,,,Sel,,,,,X,X,,Anglais,,,X,,X,3456,,X,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,X,
Star Wars 8 - Les Derniers Jedi,Star Wars 8 - The Last Jedi,2017,Picture 2181,A,A,X,,X,,,,,,,X,,,,,,,X,,,,,,7.4,354286,152,Rian Johnson ,"Daisy Ridley,  John Boyega,  Mark Hamill  ",,,O,,,X,,,,6448,,,,,,,,,,,,,,,,,L3,,,,,X,,,Anglais,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,"Quoiqu'en disent les critiques, j'ai aimé toute la série des Star Wars.",,,,,X,
Star Wars 8 - Les Derniers Jedi - Le Film,Star Wars 8 - The Last Jedi - The Movie,2017,,A,A,X,,X,,,,,,,X,,,,,,,X,,,,,,7.4,,,,,A:\Star Wars 8 - Les Derniers Jedi\THE_LAST_JEDI\Star Wars 8 - Les Derniers Jedi.mkv,A:\Star Wars 8 - Les Derniers Jedi\THE_LAST_JEDI\Star Wars 8 - Les Derniers Jedi.mkv,N,,,X,,,,,,,,,,,,,,,,,,,,,L3,,,,,X,,,Anglais,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
Star Wars 8 - Les Derniers Jedi - Le Film 3D,Star Wars 8 - The Last Jedi - The Movie 3D,2017,,A,A,X,,X,,,,,,,X,,,,,,,X,,,,,,7.4,,,,,A:\Star Wars 8 - Les Derniers Jedi (3D)\3D.Star.Wars.VIII.The.Last.Jedi.mkv,A:\Star Wars 8 - Les Derniers Jedi (3D)\3D.Star.Wars.VIII.The.Last.Jedi.mkv,N,,,X,,,,,,,,,,,,,,,,,,,,,L3,,,,,X,,,Anglais,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
Stephanie,Stephanie,2017,Picture 2278,A,A,,,,,,,,,X,X,,,X,,X,,,,,,X,,5.6,610,86,Akiva Goldsman ,"Frank Grillo,  Anna Torv,  Harold Perrineau ",A:\Stephanie\Stephanie.mkv,A:\Stephanie\Stephanie.mkv,O,,,,,,,6486,,,,,,,,,,,,,,,,,L3,,,,,X,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Très bon film. Une certaine similitude avec les films Carrie. Une conclusion qui a du punch. Très bonne actrice la toute jeune Stephanie.,,,,,,,,,,
Debout,Stronger,2017,Picture 1751,Z,Z,,,,X,,,,,X,,,,,,,,,,,,,,7.1,12304,119,David Gordon Green ,"Jake Gyllenhaal,  Tatiana Maslany,  Miranda Richardson  ",Z:\Debout\Stronger.mkv,Z:\Debout\Stronger.mkv,O,,,,,,,6538,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bienvenue à Suburbicon,Suburbicon,2017,Picture 1905,A,A,,,,,,,X,,X,,,,,,X,,,,,,X,,5.5,11611,105,George Clooney ,"Matt Damon,  Julianne Moore,  Oscar Isaac ",A:\Bienvenue à Suburbicon\Suburbicon.mkv,A:\Bienvenue à Suburbicon\Suburbicon.mkv,O,,,,,,,6544,,,,,,,,,,,,,,,,,Sel,,,,,X,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Dark Times,Super Dark Times,2017,Picture 1805,Z,Z,,,,,,,,,X,,,,,,,,,,,,X,,6.5,5391,100,Kevin Phillips,"Owen Campbell,  Charlie Tahan,  Elizabeth Cappuccino  ",Z:\Super Dark Times\Super.Dark.Times.mkv,Z:\Super Dark Times\Super.Dark.Times.mkv,O,,,,,,,6571,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Country,Sweet Country,2017,Picture 2493,A,A,,,X,,,,X,,X,,,X,,,,,,,,,X,X,6.9,3231,113,Warwick Thornton ,"Bryan Brown, Luka Magdeline Cole, Shanika Cole",A:\Sweet Country\Sweet.Country.mkv,A:\Sweet Country\Sweet.Country.mkv,O,,,,,,,6614,,,,,,,,,,,,,,,,,Sel,,,,,X,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taboo,Taboo,2017,Picture 2276,A,A,,,,,,,,,X,,,,,,X,,,,,,X,,8.5,84517,59,"Chips Hardy,  Tom Hardy,  Steven Knight ","Tom Hardy,  David Hayman,  Jonathan Pryce ",,,O,,,,,,C,6633,,,,,,,,,,,,,,,,,Sel,,,X,,X,,,Anglais,,,X,,X,3516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drôles de Petites Bêtes,Tall Tales from the Magical Garden of Antoon Krings,2017,Picture 2250,A,,,X,X,,,X,,,,,,,,,,,,,,,,,5.4,33,88,"Arnaud Bouron,  Antoon Krings ","Kev Adams,  Emmanuel Curtil,  Virginie Efira  |",A:\Drôles de Petites Bêtes\Droles.De.Petites.Betes.mkv,,O,,,,,,,6663,,,,,,,,,,,,,,,,,Sel,,,,,X,,,,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le 12e Homme,The 12th Man,2017,Picture 2639,A,A,,,,,,,,,X,,X,X,,,,,,,,,X,,7.4,6720,135,Harald Zwart,"Thomas Gullestad, Jonathan Rhys Meyers, Marie Blokhus",A:\Le 12e Homme\The.12th.Man.mkv,A:\Le 12e Homme\The.12th.Man.mkv,O,,,,,,,6737,,,,,,,,,,,,,,,,,Sel,,X,,,X,,,Allemand,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Aventuriers,The Adventurers,2017,Picture 2216,A,A,X,,X,,,,X,,X,,,,,,,,,,,,,,5.7,1647,140,Stephen Fung ,"Andy Lau,  Qi Shu,  Jingchu Zhang ",A:\Les Aventuriers\Adventurers.mkv,A:\Les Aventuriers\Adventurers.mkv,O,,,,,,,6767,,,,,,,,,,,,,,,,,Sel,,X,,,X,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espen 1 - Le Gardien de la Prophétie,The Ash Lad 1 - In the Hall of the Mountain King,2017,Picture 2528,A,A,,,X,,,,,,,X,,,,,,,X,,,,,,6.1,810,104,Mikkel Brænne Sandemose,"Vebjørn Enger, Eili Harboe, Mads Sjøgård Pettersen","A:\Espen, le Gardien de la Prophétie\The Ash Lad In The Hall Of The Mountain King.mkv","A:\Espen, le Gardien de la Prophétie\The Ash Lad In The Hall Of The Mountain King.mkv",O,,,,,,,6808,,,,,,,,,,,,,,,,,Sel,,X,,,X,,,Norvégien,,,X,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
L'Autopsie de Jane Doe,The Autopsy of Jane Doe,2017,Picture 1588,Z,Z,,,,,,,,,,,,,X,,X,,,,,,X,,6.8,48220,86,André Øvredal ,"Brian Cox,  Emile Hirsch,  Ophelia Lovibond ",Z:\L'Autopsie de Jane Doe\the.autopsy.of.jane.doe.mkv,Z:\L'Autopsie de Jane Doe\the.autopsy.of.jane.doe.mkv,O,,,,,,,6821,,,,,,,,,,,,,,,,,L3,,,,X,,,,Anglais,,,X,X,,,,,,,,,,,,,,,X,,,,,,,J,Dans l'ensemble un très bon thriller avec de bonnes scènes d'horreur les 40 dernières minutes. Bon scénario.,,,,"C'est rare que j'aime les films d'""esprit malin"", mais j'ai bien aimé celui-là. Faut dire que la sorcière est pas mal jolie.",,,,,,
La Baby-Sitter,The Babysitter,2017,Picture 1608,Z,Z,,,,,,,X,,X,,,,,,,,,,,,X,,6.6,12256,85,McG ,"Judah Lewis,  Samara Weaving,  Robbie Amell  ",Z:\La Baby-Sitter\The.Babysitter.mkv,Z:\The Babysitter\The.Babysitter.mkv,O,double,,,,,,6830,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Balade de Lefty Brown,The Ballad of Lefty Brown,2017,Picture 5199,D,D,X,,,,,,,,X,,,,,,,,,,,,,X,6.3,6074,111,​Jared Moshe,"​Bill Pullman, ​Peter Fonda, ​Stephen Alan Seder",N:\La Balade de Lefty Brown\La.Balade.De.Lefty.Brown.mkv,N:\La Balade de Lefty Brown\La.Balade.De.Lefty.Brown.mkv,O,,,,,,,9616,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
The Battleship Island,The Battleship Island,2017,Picture 2446,A,A,X,,,,,,,,X,,X,,,,,,,,,,,,7.1,3563,132,Seung-wan Ryoo ,"Jung-min Hwang,  Ji-seob So,  Joong-Ki Song ",I:\The Battleship Island\The.Battleship.Island.mkv,I:\The Battleship Island\The.Battleship.Island.mkv,O,,,,,,,6848,,,,,,,,,,,,,,,,,Sel,,,,,X,,,Coréen,,,X,X,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
Les Proies,The Beguiled,2017,Picture 1583,Z,Z,,,,,,,,,X,,,,,,,,,,,,,,6.8,14240,93,Sofia Coppola ,"Nicole Kidman,  Kirsten Dunst,  Elle Fanning ",Z:\Les Proies\The.Beguiled.mkv,Z:\Les Proies\The.Beguiled.mkv,O,,,,,,,6863,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Livre d'Henry,The Book of Henry,2017,Picture 1579,Z,Z,,,,,,,X,,X,,,,,,,,,,,,X,,6.2,4091,105,Colin Trevorrow ,"Naomi Watts,  Jaeden Lieberher,  Jacob Tremblay ",Z:\Le Livre d'Henry\The.Book.of.Henry.mkv,Z:\Le Livre d'Henry\The.Book.of.Henry.mkv,O,,,,,,,6924,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Librairie de Mademoiselle Green,The Bookshop,2017,Picture 3064,B,B,,,,,,,,,X,,,,,,,,,,,,,,6.5,7673,113,Isabel Coixet ,"Emily Mortimer, Bill Nighy, Hunter Tremayne ",S:\La Librairie de Mademoiselle Green\The.Bookshop.mkv,S:\La Librairie de Mademoiselle Green\The.Bookshop.mkv,O,,,,,,,6927,,,,,,,,,,,,,,,,,Sel,,,,,,X,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Bébé Boss,The Boss Baby,2017,Picture 2126,Z,Z,,X,,,,X,,,,X,,,,,,,,,,,,,6.4,51724,97,Tom McGrath ,"Alec Baldwin,  Steve Buscemi,  Jimmy Kimmel",Z:\Le Bébé Boss\The.Boss.Baby.mkv,Z:\Le Bébé Boss\The.Boss.Baby.mkv,O,,,,,,,6933,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parvana, une Enfance en Afghanistan",The Breadwinner,2017,Picture 2159,A,,,X,,,,,,,X,,,,,,,,,,,,,,7.6,5351,94,Nora Twomey ,"Saara Chaudry,  Soma Chhaya,  Noorin Gulamgaus  ","A:\Parvana, une Enfance en Afghanistan\The.Breadwinner.mkv",,O,,,,,,,6950,,,,,,,,,,,,,,,,,Sel,,,,,X,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
